"User","movieId","Rating"
320,2539,0.000546045570563855
320,3247,0.000674693896027256
320,3831,0.000705782687988562
320,8985,0.00073542974273886
320,30825,0.000794972749219486
320,4102,0.000855106106712778
320,932,0.000902204007005921
320,2130,0.000944933907382479
320,4378,0.00097820878717774
320,54881,0.000984922797372108
320,55830,0.00101262551141793
320,427,0.00107805217589679
320,4823,0.00110219090445688
320,1862,0.00115633725977343
320,361,0.00120223989189347
320,366,0.0012072818697463
320,1010,0.00121404851538196
320,3932,0.00121709715315743
320,4291,0.00122779093400874
320,1032,0.00124948719507864
320,289,0.00125637962914188
320,4351,0.00128965706736595
320,1135,0.00131105541618677
320,42738,0.00131226605531264
320,1361,0.00132152677888557
320,69,0.00132850998170872
320,2517,0.001328818233292
320,2367,0.00133267741895234
320,2677,0.00134549416560189
320,2973,0.00136296770791886
320,3744,0.00137243674563414
320,27846,0.0013970338231571
320,1031,0.00147427585787762
320,762,0.00154533243159084
320,176,0.0015741218556507
320,7132,0.00158043480563779
320,3753,0.0015819309333854
320,7285,0.0016012927464114
320,203,0.00165528955688208
320,3334,0.00170533743576721
320,647,0.00175946332475548
320,1093,0.00182575704090208
320,3528,0.00185209331587642
320,4033,0.00186336091669643
320,234,0.00187845920072475
320,616,0.00189874232406353
320,1970,0.0019292789348146
320,1128,0.0019498921118328
320,4017,0.00196019361270375
320,58,0.00196994206619835
320,3448,0.00198242265688326
320,3811,0.00199834322553176
320,1772,0.00209031589921876
320,6155,0.00209519592008225
320,516,0.00210420771569064
320,627,0.00215260629348858
320,1014,0.00215525548362042
320,3107,0.00216986870100527
320,6367,0.00217580019596125
320,2064,0.00220726733944576
320,282,0.00225533356836458
320,1103,0.00230912477876942
320,160,0.00233948609488715
320,52245,0.0024359924203759
320,6552,0.00244707110915472
320,412,0.00246707885939764
320,2126,0.00247023205493484
320,56152,0.00248270786797348
320,3102,0.00252429290088726
320,1429,0.0025353360122906
320,2946,0.00256275905309388
320,3513,0.0025882008800268
320,2750,0.00264344957642006
320,3591,0.00264359230816407
320,2135,0.00264977940091083
320,3101,0.00269798600880955
320,8370,0.00270682557098722
320,64622,0.00274313071267218
320,1188,0.0027477841899257
320,2398,0.00276140943290026
320,8977,0.00279303410748004
320,4880,0.00283478002592533
320,533,0.00292513318726247
320,2093,0.00294016632232826
320,2249,0.00296145302273663
320,36708,0.00296620104559305
320,5900,0.0029773215659858
320,3723,0.00315096383411461
320,3993,0.00319323875598533
320,2248,0.0032133942017577
320,3397,0.00323464855336902
320,5015,0.00326608110397738
320,3524,0.0032857293892059
320,2867,0.00328636476634843
320,3250,0.00330462489443441
320,1371,0.00330465752259236
320,236,0.00331867958377128
